year_month,district,side,tier,secondary_price_per_m2_try,secondary_price_per_m2_usd,new_construction_price_per_m2_try,rental_per_m2_monthly_try,n_listings_secondary,n_listings_new_construction,n_listings_rental,try_usd_rate,cbrt_repo_rate_pct,avg_mortgage_rate_pct,inflation_yoy_pct
2024-12,Göztepe,Asian,premium,90086,2650,92178,378.4,28,26,73,34,50,55,49
2025-01,Göztepe,Asian,premium,93287,2591,102479,391.8,44,28,12,36,47.5,52.5,36
2025-02,Göztepe,Asian,premium,92638,2573,106209,389.1,155,63,39,36,47.5,52.5,36
2025-03,Göztepe,Asian,premium,93514,2598,101376,392.8,87,49,22,36,47.5,52.5,36
2025-04,Göztepe,Asian,premium,93248,2590,106087,391.6,76,15,49,36,47.5,52.5,36
2025-05,Göztepe,Asian,premium,98075,2724,105934,411.9,151,73,68,36,47.5,52.5,36
2025-06,Göztepe,Asian,premium,97765,2716,111191,410.6,138,72,109,36,47.5,52.5,36
2025-07,Göztepe,Asian,premium,97216,2663,107736,408.3,125,40,116,36.5,45,50,30
2025-08,Göztepe,Asian,premium,98425,2697,107060,413.4,143,37,87,36.5,45,50,30
2025-09,Göztepe,Asian,premium,105054,2878,116160,441.2,124,41,89,36.5,45,50,30
2025-10,Göztepe,Asian,premium,99493,2726,107269,417.9,15,46,51,36.5,45,50,30
2025-11,Göztepe,Asian,premium,100243,2746,115176,421,23,34,55,36.5,45,50,30
2025-12,Göztepe,Asian,premium,105702,2896,116703,443.9,24,19,113,36.5,45,50,30
2026-01,Göztepe,Asian,premium,102703,2814,109142,431.4,136,53,23,36.5,45,50,30
2026-02,Göztepe,Asian,premium,102780,2816,114372,431.7,68,69,101,36.5,45,50,30
2026-03,Göztepe,Asian,premium,101159,2771,115413,424.9,166,25,97,36.5,45,50,30
2026-04,Göztepe,Asian,premium,100131,2743,109536,420.5,121,26,77,36.5,45,50,30
2020-01,Erenköy,Asian,premium,4205,678,4462,17.7,66,51,64,6.2,10.75,15.75,11
2020-02,Erenköy,Asian,premium,4494,725,4895,18.9,27,63,62,6.2,10.75,15.75,11
2020-03,Erenköy,Asian,premium,4263,688,4822,17.9,33,51,104,6.2,10.75,15.75,11
2020-04,Erenköy,Asian,premium,5061,723,5545,21.3,20,28,27,7,8.25,13.25,11
2020-05,Erenköy,Asian,premium,5023,718,5645,21.1,173,24,84,7,8.25,13.25,11
2020-06,Erenköy,Asian,premium,5147,735,5661,21.6,134,53,118,7,8.25,13.25,11
2020-07,Erenköy,Asian,premium,5372,767,6101,22.6,78,10,48,7,8.25,13.25,14
2020-08,Erenköy,Asian,premium,5362,766,6021,22.5,135,62,74,7,8.25,13.25,14
2020-09,Erenköy,Asian,premium,4952,707,5199,20.8,80,19,52,7,8.25,13.25,14
2020-10,Erenköy,Asian,premium,6956,927,7562,29.2,144,54,103,7.5,10.25,15.25,14
2020-11,Erenköy,Asian,premium,6769,902,7146,28.4,159,55,78,7.5,10.25,15.25,14
2020-12,Erenköy,Asian,premium,7095,946,7918,29.8,132,64,91,7.5,10.25,15.25,14
2021-01,Erenköy,Asian,premium,9744,1299,10894,40.9,50,32,107,7.5,17,22,19.5
2021-02,Erenköy,Asian,premium,9681,1291,10600,40.7,109,68,95,7.5,17,22,19.5
2021-03,Erenköy,Asian,premium,9513,1268,10463,40,56,27,35,7.5,17,22,19.5
2021-04,Erenköy,Asian,premium,9437,1110,10487,39.6,100,47,12,8.5,19,24,19.5
2021-05,Erenköy,Asian,premium,9345,1099,10341,39.2,52,39,76,8.5,19,24,19.5
2021-06,Erenköy,Asian,premium,9410,1107,10131,39.5,73,63,74,8.5,19,24,19.5
2021-07,Erenköy,Asian,premium,13876,1632,15584,58.3,88,67,96,8.5,19,24,19.5
2021-08,Erenköy,Asian,premium,13639,1605,14683,57.3,36,18,81,8.5,19,24,19.5
2021-09,Erenköy,Asian,premium,13790,1622,15075,57.9,118,17,56,8.5,19,24,19.5
2021-10,Erenköy,Asian,premium,14265,1297,15805,59.9,53,52,110,11,14,19,54
2021-11,Erenköy,Asian,premium,14058,1278,14875,59,178,42,108,11,14,19,54
2021-12,Erenköy,Asian,premium,13226,1202,14991,55.5,148,44,63,11,14,19,54
2022-01,Erenköy,Asian,premium,27232,1878,30416,114.4,93,67,21,14.5,14,19,54
2022-02,Erenköy,Asian,premium,27019,1863,28328,113.5,60,40,95,14.5,14,19,54
2022-03,Erenköy,Asian,premium,27754,1914,30556,116.6,23,73,12,14.5,14,19,54
2022-04,Erenköy,Asian,premium,27163,1598,29303,114.1,114,8,45,17,14,19,80
2022-05,Erenköy,Asian,premium,27494,1617,30190,115.5,82,64,49,17,14,19,80
2022-06,Erenköy,Asian,premium,28349,1668,30953,119.1,76,67,61,17,14,19,80
2022-07,Erenköy,Asian,premium,41665,2451,47602,175,62,70,57,17,12,17,80
2022-08,Erenköy,Asian,premium,41494,2441,47457,174.3,101,8,106,17,12,17,80
2022-09,Erenköy,Asian,premium,42486,2499,47002,178.4,31,32,110,17,12,17,80
2022-10,Erenköy,Asian,premium,43535,2328,49168,182.8,97,71,11,18.7,9,14,64
2022-11,Erenköy,Asian,premium,42680,2282,46882,179.3,92,18,62,18.7,9,14,64
2022-12,Erenköy,Asian,premium,44091,2358,48038,185.2,164,36,97,18.7,9,14,64
2023-01,Erenköy,Asian,premium,59409,2829,67917,249.5,84,19,114,21,8.5,13.5,39
2023-02,Erenköy,Asian,premium,57649,2745,65423,242.1,80,30,84,21,8.5,13.5,39
2023-03,Erenköy,Asian,premium,57681,2747,66846,242.3,77,38,87,21,8.5,13.5,39
2023-04,Erenköy,Asian,premium,59773,2846,66201,251,61,70,111,21,8.5,13.5,39
2023-05,Erenköy,Asian,premium,55429,2639,60428,232.8,153,8,29,21,8.5,13.5,39
2023-06,Erenköy,Asian,premium,57438,2735,63474,241.2,92,71,62,21,8.5,13.5,39
2023-07,Erenköy,Asian,premium,73298,2766,77083,307.9,134,21,70,26.5,25,30,65
2023-08,Erenköy,Asian,premium,73082,2758,81311,306.9,128,33,80,26.5,25,30,65
2023-09,Erenköy,Asian,premium,71316,2691,81669,299.5,81,52,45,26.5,25,30,65
2023-10,Erenköy,Asian,premium,74835,2581,77649,314.3,167,16,84,29,42.5,47.5,65
2023-11,Erenköy,Asian,premium,71521,2466,75588,300.4,151,8,20,29,42.5,47.5,65
2023-12,Erenköy,Asian,premium,69827,2408,79487,293.3,117,66,81,29,42.5,47.5,65
2024-01,Erenköy,Asian,premium,82013,2563,93119,344.5,173,40,68,32,50,55,75
2024-02,Erenköy,Asian,premium,85687,2678,96888,359.9,150,11,119,32,50,55,75
2024-03,Erenköy,Asian,premium,83909,2622,92724,352.4,130,39,76,32,50,55,75
2024-04,Erenköy,Asian,premium,82444,2576,90497,346.3,22,73,99,32,50,55,75
2024-05,Erenköy,Asian,premium,85298,2666,92998,358.3,165,53,114,32,50,55,75
2024-06,Erenköy,Asian,premium,84886,2653,91705,356.5,92,70,28,32,50,55,75
2024-07,Erenköy,Asian,premium,87628,2577,99321,368,107,29,56,34,50,55,49
2024-08,Erenköy,Asian,premium,89744,2640,94952,376.9,27,8,17,34,50,55,49
2024-09,Erenköy,Asian,premium,89021,2618,102641,373.9,30,35,62,34,50,55,49
2024-10,Erenköy,Asian,premium,87179,2564,95597,366.2,99,38,85,34,50,55,49
2024-11,Erenköy,Asian,premium,87322,2568,94682,366.8,63,77,84,34,50,55,49
2024-12,Erenköy,Asian,premium,92658,2725,103901,389.2,73,28,45,34,50,55,49
2025-01,Erenköy,Asian,premium,96526,2681,107131,405.4,95,71,74,36,47.5,52.5,36
2025-02,Erenköy,Asian,premium,94183,2616,105878,395.6,177,24,96,36,47.5,52.5,36
2025-03,Erenköy,Asian,premium,96005,2667,108664,403.2,69,67,67,36,47.5,52.5,36
2025-04,Erenköy,Asian,premium,100606,2795,112766,422.5,105,13,84,36,47.5,52.5,36
2025-05,Erenköy,Asian,premium,96391,2678,103680,404.8,68,16,46,36,47.5,52.5,36
2025-06,Erenköy,Asian,premium,93404,2595,101597,392.3,59,66,108,36,47.5,52.5,36
2025-07,Erenköy,Asian,premium,99940,2738,105780,419.7,53,6,96,36.5,45,50,30
2025-08,Erenköy,Asian,premium,102943,2820,116017,432.4,106,20,119,36.5,45,50,30
2025-09,Erenköy,Asian,premium,106783,2926,114459,448.5,16,26,65,36.5,45,50,30
2025-10,Erenköy,Asian,premium,102012,2795,110813,428.4,173,6,44,36.5,45,50,30
2025-11,Erenköy,Asian,premium,103130,2825,116588,433.1,104,70,87,36.5,45,50,30
2025-12,Erenköy,Asian,premium,100638,2757,111240,422.7,69,18,73,36.5,45,50,30
2026-01,Erenköy,Asian,premium,99121,2716,107266,416.3,99,37,34,36.5,45,50,30
2026-02,Erenköy,Asian,premium,98063,2687,107067,411.9,40,27,49,36.5,45,50,30
2026-03,Erenköy,Asian,premium,102786,2816,114632,431.7,169,76,101,36.5,45,50,30
2026-04,Erenköy,Asian,premium,97449,2670,104115,409.3,37,44,104,36.5,45,50,30
2020-01,Kozyatağı,Asian,premium,3265,527,3651,13.7,16,47,22,6.2,10.75,15.75,11
2020-02,Kozyatağı,Asian,premium,3369,543,3594,14.2,95,30,59,6.2,10.75,15.75,11
2020-03,Kozyatağı,Asian,premium,3450,557,3978,14.5,127,51,71,6.2,10.75,15.75,11
2020-04,Kozyatağı,Asian,premium,3962,566,4441,16.6,75,32,113,7,8.25,13.25,11
2020-05,Kozyatağı,Asian,premium,4041,577,4668,17,162,36,93,7,8.25,13.25,11
2020-06,Kozyatağı,Asian,premium,3923,560,4265,16.5,125,49,67,7,8.25,13.25,11
2020-07,Kozyatağı,Asian,premium,3940,563,4107,16.5,122,32,78,7,8.25,13.25,14
2020-08,Kozyatağı,Asian,premium,4099,586,4389,17.2,145,5,72,7,8.25,13.25,14
2020-09,Kozyatağı,Asian,premium,4038,577,4226,17,164,78,117,7,8.25,13.25,14
2020-10,Kozyatağı,Asian,premium,5448,726,6084,22.9,67,26,104,7.5,10.25,15.25,14
2020-11,Kozyatağı,Asian,premium,5185,691,5419,21.8,127,79,118,7.5,10.25,15.25,14
2020-12,Kozyatağı,Asian,premium,5111,682,5517,21.5,42,74,113,7.5,10.25,15.25,14
2021-01,Kozyatağı,Asian,premium,7309,975,8425,30.7,23,68,44,7.5,17,22,19.5
2021-02,Kozyatağı,Asian,premium,7275,970,7809,30.6,17,65,19,7.5,17,22,19.5
2021-03,Kozyatağı,Asian,premium,7229,964,8117,30.4,116,33,76,7.5,17,22,19.5
2021-04,Kozyatağı,Asian,premium,7448,876,8179,31.3,84,74,76,8.5,19,24,19.5
2021-05,Kozyatağı,Asian,premium,7193,846,8219,30.2,136,6,38,8.5,19,24,19.5
2021-06,Kozyatağı,Asian,premium,7008,824,7748,29.4,120,15,31,8.5,19,24,19.5
2021-07,Kozyatağı,Asian,premium,10398,1223,11522,43.7,116,21,64,8.5,19,24,19.5
2021-08,Kozyatağı,Asian,premium,11130,1309,12112,46.7,53,33,57,8.5,19,24,19.5
2021-09,Kozyatağı,Asian,premium,10623,1250,11824,44.6,60,56,37,8.5,19,24,19.5
2021-10,Kozyatağı,Asian,premium,11096,1009,12512,46.6,51,61,46,11,14,19,54
2021-11,Kozyatağı,Asian,premium,10641,967,11979,44.7,147,36,109,11,14,19,54
2021-12,Kozyatağı,Asian,premium,10490,954,12124,44.1,28,28,54,11,14,19,54
2022-01,Kozyatağı,Asian,premium,21323,1471,22869,89.6,59,71,51,14.5,14,19,54
2022-02,Kozyatağı,Asian,premium,21401,1476,24043,89.9,41,70,37,14.5,14,19,54
2022-03,Kozyatağı,Asian,premium,20949,1445,21804,88,151,50,44,14.5,14,19,54
2022-04,Kozyatağı,Asian,premium,21231,1249,22857,89.2,111,42,36,17,14,19,80
2022-05,Kozyatağı,Asian,premium,21456,1262,23332,90.1,86,61,38,17,14,19,80
2022-06,Kozyatağı,Asian,premium,21491,1264,22906,90.3,31,26,96,17,14,19,80
2022-07,Kozyatağı,Asian,premium,33258,1956,37060,139.7,38,48,96,17,12,17,80
2022-08,Kozyatağı,Asian,premium,32638,1920,35869,137.1,29,62,59,17,12,17,80
2022-09,Kozyatağı,Asian,premium,35027,2060,38876,147.1,97,12,36,17,12,17,80
2022-10,Kozyatağı,Asian,premium,33199,1775,36113,139.4,94,62,38,18.7,9,14,64
2022-11,Kozyatağı,Asian,premium,34897,1866,39763,146.6,81,26,89,18.7,9,14,64
2022-12,Kozyatağı,Asian,premium,32953,1762,36783,138.4,171,5,102,18.7,9,14,64
2023-01,Kozyatağı,Asian,premium,45842,2183,51088,192.5,161,78,51,21,8.5,13.5,39
2023-02,Kozyatağı,Asian,premium,44189,2104,49295,185.6,113,15,26,21,8.5,13.5,39
2023-03,Kozyatağı,Asian,premium,47427,2258,51545,199.2,99,70,17,21,8.5,13.5,39
2023-04,Kozyatağı,Asian,premium,47273,2251,50347,198.5,80,33,12,21,8.5,13.5,39
2023-05,Kozyatağı,Asian,premium,46802,2229,53342,196.6,139,66,54,21,8.5,13.5,39
2023-06,Kozyatağı,Asian,premium,44614,2124,48015,187.4,107,65,22,21,8.5,13.5,39
2023-07,Kozyatağı,Asian,premium,56667,2138,62788,238,97,59,70,26.5,25,30,65
2023-08,Kozyatağı,Asian,premium,56403,2128,64913,236.9,155,54,51,26.5,25,30,65
2023-09,Kozyatağı,Asian,premium,56854,2145,62153,238.8,26,31,90,26.5,25,30,65
2023-10,Kozyatağı,Asian,premium,56617,1952,62428,237.8,109,49,47,29,42.5,47.5,65
2023-11,Kozyatağı,Asian,premium,56064,1933,62751,235.5,156,34,14,29,42.5,47.5,65
2023-12,Kozyatağı,Asian,premium,56241,1939,61601,236.2,108,61,114,29,42.5,47.5,65
2024-01,Kozyatağı,Asian,premium,63414,1982,67669,266.3,50,61,21,32,50,55,75
2024-02,Kozyatağı,Asian,premium,63548,1986,67743,266.9,111,67,19,32,50,55,75
2024-03,Kozyatağı,Asian,premium,65527,2048,69016,275.2,144,66,13,32,50,55,75
2024-04,Kozyatağı,Asian,premium,65113,2035,72847,273.5,128,70,95,32,50,55,75
2024-05,Kozyatağı,Asian,premium,63853,1995,69599,268.2,175,36,26,32,50,55,75
2024-06,Kozyatağı,Asian,premium,62405,1950,69999,262.1,120,26,111,32,50,55,75
2024-07,Kozyatağı,Asian,premium,65013,1912,71044,273.1,81,68,67,34,50,55,49
2024-08,Kozyatağı,Asian,premium,69971,2058,74913,293.9,23,40,51,34,50,55,49
2024-09,Kozyatağı,Asian,premium,68743,2022,75608,288.7,79,26,85,34,50,55,49
2024-10,Kozyatağı,Asian,premium,69581,2047,80560,292.2,120,14,11,34,50,55,49
2024-11,Kozyatağı,Asian,premium,65718,1933,70155,276,100,67,13,34,50,55,49
2024-12,Kozyatağı,Asian,premium,73297,2156,79583,307.8,71,13,63,34,50,55,49
2025-01,Kozyatağı,Asian,premium,75496,2097,80046,317.1,56,69,87,36,47.5,52.5,36
2025-02,Kozyatağı,Asian,premium,77076,2141,84049,323.7,86,64,56,36,47.5,52.5,36
2025-03,Kozyatağı,Asian,premium,76328,2120,86304,320.6,27,9,93,36,47.5,52.5,36
2025-04,Kozyatağı,Asian,premium,77107,2142,82913,323.8,110,22,57,36,47.5,52.5,36
2025-05,Kozyatağı,Asian,premium,75277,2091,81068,316.2,101,32,55,36,47.5,52.5,36
2025-06,Kozyatağı,Asian,premium,73496,2042,82563,308.7,168,32,22,36,47.5,52.5,36
2025-07,Kozyatağı,Asian,premium,78247,2144,86013,328.6,29,6,108,36.5,45,50,30
2025-08,Kozyatağı,Asian,premium,79223,2171,87128,332.7,138,24,50,36.5,45,50,30
2025-09,Kozyatağı,Asian,premium,78850,2160,85164,331.2,127,74,50,36.5,45,50,30
2025-10,Kozyatağı,Asian,premium,80991,2219,88623,340.2,170,35,74,36.5,45,50,30
2025-11,Kozyatağı,Asian,premium,77954,2136,88537,327.4,83,7,26,36.5,45,50,30
2025-12,Kozyatağı,Asian,premium,77076,2112,83493,323.7,133,29,118,36.5,45,50,30
2026-01,Kozyatağı,Asian,premium,79342,2174,83478,333.2,50,60,35,36.5,45,50,30
2026-02,Kozyatağı,Asian,premium,80129,2195,85415,336.5,108,68,26,36.5,45,50,30
2026-03,Kozyatağı,Asian,premium,80899,2216,91102,339.8,84,23,75,36.5,45,50,30
2026-04,Kozyatağı,Asian,premium,81354,2229,87227,341.7,83,8,81,36.5,45,50,30
2020-01,Ataşehir,Asian,premium,2888,466,3134,12.1,177,36,104,6.2,10.75,15.75,11
2020-02,Ataşehir,Asian,premium,2923,471,3286,12.3,89,15,39,6.2,10.75,15.75,11
2020-03,Ataşehir,Asian,premium,2736,441,3152,11.5,117,40,64,6.2,10.75,15.75,11
2020-04,Ataşehir,Asian,premium,3237,462,3727,13.6,155,11,72,7,8.25,13.25,11
2020-05,Ataşehir,Asian,premium,3340,477,3713,14,22,27,97,7,8.25,13.25,11
2020-06,Ataşehir,Asian,premium,3362,480,3809,14.1,54,76,44,7,8.25,13.25,11
2020-07,Ataşehir,Asian,premium,3222,460,3596,13.5,70,8,84,7,8.25,13.25,14
2020-08,Ataşehir,Asian,premium,3473,496,3757,14.6,36,50,20,7,8.25,13.25,14
2020-09,Ataşehir,Asian,premium,3327,475,3591,14,89,73,99,7,8.25,13.25,14
2020-10,Ataşehir,Asian,premium,4569,609,5132,19.2,160,26,92,7.5,10.25,15.25,14
2020-11,Ataşehir,Asian,premium,4422,590,4993,18.6,52,49,95,7.5,10.25,15.25,14
2020-12,Ataşehir,Asian,premium,4323,576,4657,18.2,51,73,54,7.5,10.25,15.25,14
2021-01,Ataşehir,Asian,premium,6233,831,6892,26.2,120,76,36,7.5,17,22,19.5
2021-02,Ataşehir,Asian,premium,6041,806,6691,25.4,83,54,74,7.5,17,22,19.5
2021-03,Ataşehir,Asian,premium,6266,836,6908,26.3,83,55,75,7.5,17,22,19.5
2021-04,Ataşehir,Asian,premium,6200,729,7175,26,97,57,73,8.5,19,24,19.5
2021-05,Ataşehir,Asian,premium,6483,763,7158,27.2,90,74,73,8.5,19,24,19.5
2021-06,Ataşehir,Asian,premium,6406,754,7240,26.9,51,35,88,8.5,19,24,19.5
2021-07,Ataşehir,Asian,premium,8785,1034,9601,36.9,37,35,37,8.5,19,24,19.5
2021-08,Ataşehir,Asian,premium,8783,1033,9709,36.9,48,31,60,8.5,19,24,19.5
2021-09,Ataşehir,Asian,premium,9027,1062,9845,37.9,109,63,70,8.5,19,24,19.5
2021-10,Ataşehir,Asian,premium,8872,807,9730,37.3,129,40,101,11,14,19,54
2021-11,Ataşehir,Asian,premium,8831,803,9480,37.1,110,12,35,11,14,19,54
2021-12,Ataşehir,Asian,premium,9147,832,10091,38.4,125,70,87,11,14,19,54
2022-01,Ataşehir,Asian,premium,17362,1197,19297,72.9,99,25,103,14.5,14,19,54
2022-02,Ataşehir,Asian,premium,17820,1229,20114,74.8,19,37,105,14.5,14,19,54
2022-03,Ataşehir,Asian,premium,18123,1250,20267,76.1,39,43,111,14.5,14,19,54
2022-04,Ataşehir,Asian,premium,18964,1116,20145,79.6,59,44,50,17,14,19,80
2022-05,Ataşehir,Asian,premium,19325,1137,22053,81.2,47,66,85,17,14,19,80
2022-06,Ataşehir,Asian,premium,18993,1117,20145,79.8,148,38,115,17,14,19,80
2022-07,Ataşehir,Asian,premium,27644,1626,32065,116.1,166,27,119,17,12,17,80
2022-08,Ataşehir,Asian,premium,29203,1718,32793,122.7,43,62,44,17,12,17,80
2022-09,Ataşehir,Asian,premium,29194,1717,32540,122.6,116,57,113,17,12,17,80
2022-10,Ataşehir,Asian,premium,29359,1570,33296,123.3,44,21,50,18.7,9,14,64
2022-11,Ataşehir,Asian,premium,27839,1489,31685,116.9,45,64,62,18.7,9,14,64
2022-12,Ataşehir,Asian,premium,28007,1498,30717,117.6,145,17,14,18.7,9,14,64
2023-01,Ataşehir,Asian,premium,38196,1819,43980,160.4,39,54,89,21,8.5,13.5,39
2023-02,Ataşehir,Asian,premium,37337,1778,42359,156.8,99,70,116,21,8.5,13.5,39
2023-03,Ataşehir,Asian,premium,40749,1940,44992,171.1,142,21,29,21,8.5,13.5,39
2023-04,Ataşehir,Asian,premium,38229,1820,41636,160.6,58,79,99,21,8.5,13.5,39
2023-05,Ataşehir,Asian,premium,39027,1858,44274,163.9,79,32,73,21,8.5,13.5,39
2023-06,Ataşehir,Asian,premium,36498,1738,38343,153.3,142,38,27,21,8.5,13.5,39
2023-07,Ataşehir,Asian,premium,47572,1795,52440,199.8,175,51,78,26.5,25,30,65
2023-08,Ataşehir,Asian,premium,48689,1837,53417,204.5,16,74,43,26.5,25,30,65
2023-09,Ataşehir,Asian,premium,51141,1930,55713,214.8,87,39,25,26.5,25,30,65
2023-10,Ataşehir,Asian,premium,52531,1811,59823,220.6,157,77,57,29,42.5,47.5,65
2023-11,Ataşehir,Asian,premium,49516,1707,53862,208,41,71,57,29,42.5,47.5,65
2023-12,Ataşehir,Asian,premium,49239,1698,53408,206.8,102,57,111,29,42.5,47.5,65
2024-01,Ataşehir,Asian,premium,54876,1715,59363,230.5,126,8,94,32,50,55,75
2024-02,Ataşehir,Asian,premium,53379,1668,57027,224.2,122,29,112,32,50,55,75
2024-03,Ataşehir,Asian,premium,56773,1774,66978,238.4,119,64,101,32,50,55,75
2024-04,Ataşehir,Asian,premium,57601,1800,63846,241.9,36,79,59,32,50,55,75
2024-05,Ataşehir,Asian,premium,55714,1741,61898,234,68,11,83,32,50,55,75
2024-06,Ataşehir,Asian,premium,57994,1812,66428,243.6,159,70,11,32,50,55,75
2024-07,Ataşehir,Asian,premium,59796,1759,65447,251.1,159,47,42,34,50,55,49
2024-08,Ataşehir,Asian,premium,57780,1699,64245,242.7,159,5,76,34,50,55,49
2024-09,Ataşehir,Asian,premium,60374,1776,67137,253.6,29,17,28,34,50,55,49
2024-10,Ataşehir,Asian,premium,63775,1876,70886,267.9,108,79,104,34,50,55,49
2024-11,Ataşehir,Asian,premium,61958,1822,68238,260.2,95,24,87,34,50,55,49
2024-12,Ataşehir,Asian,premium,61659,1813,71088,259,50,13,58,34,50,55,49
2025-01,Ataşehir,Asian,premium,65090,1808,68713,273.4,138,48,90,36,47.5,52.5,36
2025-02,Ataşehir,Asian,premium,60598,1683,64114,254.5,104,32,119,36,47.5,52.5,36
2025-03,Ataşehir,Asian,premium,63597,1767,70611,267.1,44,17,42,36,47.5,52.5,36
2025-04,Ataşehir,Asian,premium,63579,1766,69198,267,78,74,17,36,47.5,52.5,36
2025-05,Ataşehir,Asian,premium,61008,1695,66549,256.2,70,9,39,36,47.5,52.5,36
2025-06,Ataşehir,Asian,premium,61213,1700,65913,257.1,23,21,68,36,47.5,52.5,36
2025-07,Ataşehir,Asian,premium,70515,1932,77667,296.2,93,72,66,36.5,45,50,30
2025-08,Ataşehir,Asian,premium,67032,1836,72285,281.5,22,37,40,36.5,45,50,30
2025-09,Ataşehir,Asian,premium,67811,1858,75462,284.8,171,12,106,36.5,45,50,30
2025-10,Ataşehir,Asian,premium,65110,1784,73736,273.5,146,48,20,36.5,45,50,30
2025-11,Ataşehir,Asian,premium,65776,1802,72003,276.3,157,22,106,36.5,45,50,30
2025-12,Ataşehir,Asian,premium,64854,1777,70253,272.4,131,10,73,36.5,45,50,30
2026-01,Ataşehir,Asian,premium,67773,1857,74910,284.6,36,70,53,36.5,45,50,30
2026-02,Ataşehir,Asian,premium,68540,1878,75539,287.9,101,51,92,36.5,45,50,30
2026-03,Ataşehir,Asian,premium,68119,1866,73319,286.1,41,51,19,36.5,45,50,30
2026-04,Ataşehir,Asian,premium,67383,1846,75303,283,118,41,62,36.5,45,50,30
2020-01,Ümraniye,Asian,mid,2329,376,2572,9.8,134,78,33,6.2,10.75,15.75,11
2020-02,Ümraniye,Asian,mid,2331,376,2595,9.8,52,67,92,6.2,10.75,15.75,11
2020-03,Ümraniye,Asian,mid,2332,376,2558,9.8,93,46,86,6.2,10.75,15.75,11
2020-04,Ümraniye,Asian,mid,2879,411,2968,12.1,40,34,27,7,8.25,13.25,11
2020-05,Ümraniye,Asian,mid,2861,409,3103,12,48,22,17,7,8.25,13.25,11
2020-06,Ümraniye,Asian,mid,2863,409,3067,12,96,47,78,7,8.25,13.25,11
2020-07,Ümraniye,Asian,mid,2812,402,3159,11.8,73,35,15,7,8.25,13.25,14
2020-08,Ümraniye,Asian,mid,2748,393,2867,11.5,158,48,104,7,8.25,13.25,14
2020-09,Ümraniye,Asian,mid,2718,388,2926,11.4,90,72,33,7,8.25,13.25,14
2020-10,Ümraniye,Asian,mid,3863,515,4395,16.2,28,46,67,7.5,10.25,15.25,14
2020-11,Ümraniye,Asian,mid,3895,519,4159,16.4,20,70,49,7.5,10.25,15.25,14
2020-12,Ümraniye,Asian,mid,3842,512,4109,16.1,90,55,54,7.5,10.25,15.25,14
2021-01,Ümraniye,Asian,mid,5236,698,5716,22,147,27,53,7.5,17,22,19.5
2021-02,Ümraniye,Asian,mid,5440,725,5695,22.8,138,54,94,7.5,17,22,19.5
2021-03,Ümraniye,Asian,mid,5318,709,5850,22.3,150,27,118,7.5,17,22,19.5
2021-04,Ümraniye,Asian,mid,5267,620,5845,22.1,32,63,102,8.5,19,24,19.5
2021-05,Ümraniye,Asian,mid,5299,623,5671,22.3,74,55,88,8.5,19,24,19.5
2021-06,Ümraniye,Asian,mid,5421,638,6181,22.8,89,13,84,8.5,19,24,19.5
2021-07,Ümraniye,Asian,mid,7661,901,8527,32.2,75,60,25,8.5,19,24,19.5
2021-08,Ümraniye,Asian,mid,7375,868,8043,31,124,47,74,8.5,19,24,19.5
2021-09,Ümraniye,Asian,mid,7570,891,8564,31.8,33,30,18,8.5,19,24,19.5
2021-10,Ümraniye,Asian,mid,7414,674,8146,31.1,96,19,115,11,14,19,54
2021-11,Ümraniye,Asian,mid,7956,723,8985,33.4,130,20,74,11,14,19,54
2021-12,Ümraniye,Asian,mid,7742,704,8980,32.5,46,6,25,11,14,19,54
2022-01,Ümraniye,Asian,mid,15351,1059,16845,64.5,165,50,49,14.5,14,19,54
2022-02,Ümraniye,Asian,mid,14794,1020,16272,62.1,19,44,102,14.5,14,19,54
2022-03,Ümraniye,Asian,mid,15646,1079,16954,65.7,50,34,49,14.5,14,19,54
2022-04,Ümraniye,Asian,mid,15134,890,16276,63.6,80,49,11,17,14,19,80
2022-05,Ümraniye,Asian,mid,15600,918,17984,65.5,99,43,30,17,14,19,80
2022-06,Ümraniye,Asian,mid,15199,894,16641,63.8,100,25,33,17,14,19,80
2022-07,Ümraniye,Asian,mid,24624,1448,26717,103.4,160,61,54,17,12,17,80
2022-08,Ümraniye,Asian,mid,23911,1407,27068,100.4,146,78,85,17,12,17,80
2022-09,Ümraniye,Asian,mid,23548,1385,24635,98.9,86,69,93,17,12,17,80
2022-10,Ümraniye,Asian,mid,24054,1286,26913,101,94,28,116,18.7,9,14,64
2022-11,Ümraniye,Asian,mid,23437,1253,24471,98.4,48,7,84,18.7,9,14,64
2022-12,Ümraniye,Asian,mid,23235,1242,24945,97.6,115,12,99,18.7,9,14,64
2023-01,Ümraniye,Asian,mid,33194,1581,36867,139.4,137,35,114,21,8.5,13.5,39
